Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_list_price,Item_sale_price,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,average_product_rating,total_number_reviews,Scaled_Reviews,Comments,Item_Outlet_Sales,,,,New Metrics Track
FDP25,15.2,Low Fat,0.021327477,Canned,216.8824,216.8824,OUT017,2007,,Tier 2,Supermarket Type1,4 out of 5,1,100,,2838.9712,,,,
FDL50,12.15,Regular,0.042485444,Canned,125.0046,125.0046,OUT018,2009,Medium,Tier 3,Supermarket Type2,4 out of 5,1,100,,1743.0644,,,,
NCB30,,Low Fat,0.025578526,Household,198.8084,198.8084,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.1 out of 5,29,2900,,5555.4352,,,,
FDW11,12.6,Low Fat,0.0489808,Breads,61.9194,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.7 out of 5,17,1700,,619.194,,,,
NCM43,14.5,Low Fat,0.019471688,Others,164.821,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2120.573,,,,
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,173.0738,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,6,600,,3823.0236,,,,
FDM15,11.8,Regular,0.057373797,Meat,151.4366,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,4.5 out of 5,123,12300,,1360.2294,,,,
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3969.4996,,,,
FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,115.1834,OUT010,1998,,Tier 3,Grocery Store,,,0,,345.5502,,,,
FDR47,17.85,LF,0,Breads,196.5794,196.5794,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,3,300,,585.2382,,,,
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,92.6804,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,7,700,,1010.6844,,,,
NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,81.4618,OUT010,1998,,Tier 3,Grocery Store,,,0,,161.1236,,,,
DRY23,,Regular,0.191013663,Soft Drinks,42.1112,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,4 out of 5,5,500,,42.6112,,,,
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,157.4604,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,6,600,,3010.7476,,,,
FDQ28,,Regular,0.060134441,Frozen Foods,153.0656,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.8 out of 5,17,1700,,6024.1584,,,,
FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,198.1426,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,988.713,,,,
NCO17,,Low Fat,0.128478462,Health and Hygiene,117.944,117.944,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,239.688,,,,
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,4.7 out of 5,120,12000,,1374.2112,,,,
FDT12,,Regular,0.049381406,Baking Goods,226.8062,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,7,700,,4739.8302,,,,
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1012.016,,,,
FDO08,,Regular,0.09415375,Fruits and Vegetables,165.7526,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,4.8 out of 5,5,500,,657.8104,,,,
NCW29,14,Low Fat,0.028907832,Health and Hygiene,130.431,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.1 out of 5,787,78700,,778.986,,,,
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,179.766,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,1,100,,2336.958,,,,
NCB19,6.525,Low Fat,0.090436094,Household,85.0882,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2233.0932,,,,
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1661.8368,,,,
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4745.8224,,,,
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,164.1526,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,3124.5994,,,,
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,467.3916,,,,
NCX06,,Low Fat,0.01561108,Household,182.5976,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.6 out of 5,28,2800,,5070.7328,,,,
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,4 out of 5,14,1400,,540.6296,,,,
FDB41,19,Regular,0.097313129,Frozen Foods,48.0718,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,11,1100,,992.7078,,,,
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4 out of 5,2,200,,6008.845,,,,
FDE40,,Regular,0.098663652,Dairy,62.9194,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2105.2596,,,,
FDX49,,reg,0.101338651,Canned,232.63,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5359.69,,,,
NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,104.628,OUT045,2002,,Tier 2,Supermarket Type1,4.6 out of 5,7,700,,745.696,,,,
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,7,700,,3275.736,,,,
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,140.2154,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,5,500,,1701.7848,,,,
FDI24,,Low Fat,0.078362484,Baking Goods,177.937,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,6704.606,,,,
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,2,200,,4119.9704,,,,
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,81.5934,OUT010,1998,,Tier 3,Grocery Store,4.4 out of 5,38,3800,,327.5736,,,,
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,4 out of 5,1,100,,780.9834,,,,
DRF36,16.1,LF,0.023625114,Soft Drinks,189.3846,189.3846,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,3630.6074,,,,
FDS45,,Regular,0.051643608,Snack Foods,107.3622,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,317.5866,,,,
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,39.7164,OUT010,1998,,Tier 3,Grocery Store,,,0,,231.6984,,,,
DRK12,9.5,LF,0.041878397,Soft Drinks,32.99,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,4.2 out of 5,5,500,,133.16,,,,
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,5650.6446,,,,
FDL58,5.78,Regular,0,Snack Foods,263.7568,263.7568,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,5,500,,2636.568,,,,
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,96.0726,OUT045,2002,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,1272.3438,,,,
NCZ54,14.65,Low Fat,0,Household,161.5552,161.5552,OUT010,1998,,Tier 3,Grocery Store,,,0,,324.9104,,,,
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,130.0626,OUT010,1998,,Tier 3,Grocery Store,,,0,,131.1626,,,,
FDR44,6.11,Regular,0,Fruits and Vegetables,131.2968,131.2968,OUT010,1998,,Tier 3,Grocery Store,,,0,,260.9936,,,,
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,260.0936,OUT010,1998,,Tier 3,Grocery Store,4.7 out of 5,3,300,,260.9936,,,,
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,4.3 out of 5,471,47100,,3690.5294,,,,
FDA39,6.32,LF,0,Meat,40.2822,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1139.1838,,,,
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1995.4026,,,,
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,88.3514,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,6,600,,1416.8224,,,,
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,1,100,,265.6542,,,,
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,121.7072,OUT017,2007,,Tier 2,Supermarket Type1,4.4 out of 5,7,700,,3552.7088,,,,
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2406.867,,,,
NCO07,,Low Fat,0.017116983,Others,211.956,211.956,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,213.056,,,,
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2956.152,,,,
DRF27,,Low Fat,0.049754975,Dairy,152.134,152.134,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,153.134,,,,
FDS49,9,Low Fat,0,Canned,79.7644,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1649.8524,,,,
FDX25,,Low Fat,0.101561568,Canned,181.9292,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.1 out of 5,16,1600,,3101.2964,,,,
NCX42,,Low Fat,0.005949644,Household,165.6526,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.7 out of 5,6,600,,4769.1254,,,,
FDG33,,Regular,0.13956116,Seafood,170.4764,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3435.528,,,,
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,86.4198,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1133.8574,,,,
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,4.3 out of 5,3,300,,2603.278,,,,
NCD06,13,Low Fat,0.099325278,Household,45.406,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,605.878,,,,
DRM47,,Low Fat,0.04357366,Hard Drinks,192.8846,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2293.0152,,,,
FDS46,,Regular,0.082741482,Snack Foods,118.7782,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,119.1782,,,,
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1929.4884,,,,
FDX21,,LF,0.084554569,Snack Foods,109.8912,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.5 out of 5,112,11200,,2074.6328,,,,
NCU05,,Low Fat,0.058451805,Health and Hygiene,79.9618,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.4 out of 5,70,7000,,241.6854,,,,
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,251.3724,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,5,500,,6795.1548,,,,
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,42.7112,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,639.168,,,,
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3 out of 5,3,300,,3248.4382,,,,
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,227.6062,OUT017,2007,,Tier 2,Supermarket Type1,4.9 out of 5,27,2700,,7222.5984,,,,
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,1,100,,3225.1352,,,,
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,3755.112,,,,
FDY25,12,Low Fat,0.033946163,Canned,179.3976,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,4.8 out of 5,92,9200,,3440.8544,,,,
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,974.7312,,,,
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,535.969,,,,
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,262.491,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,5259.82,,,,
DRF15,,Low Fat,0.058153409,Dairy,152.034,152.034,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,306.268,,,,
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,4 out of 5,1,100,,1779.0176,,,,
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,759.012,,,,
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,4.5 out of 5,15,1500,,1877.556,,,,
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,171.8764,OUT045,2002,,Tier 2,Supermarket Type1,4.8 out of 5,37,3700,,3779.0808,,,,
FDQ04,,Low Fat,0.148392623,Frozen Foods,41.5796,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,41.2796,,,,
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,51.1324,OUT017,2007,,Tier 2,Supermarket Type1,4 out of 5,1,100,,259.662,,,,
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,193.082,,,,
FDY03,17.6,Regular,0.076276208,Meat,110.9202,110.9202,OUT045,2002,,Tier 2,Supermarket Type1,3 out of 5,2,200,,1687.803,,,,
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,127.5362,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,4655.9394,,,,
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4.9 out of 5,7,700,,4950.8888,,,,
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1418.154,,,,
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,246.4144,OUT017,2007,,Tier 2,Supermarket Type1,1 out of 5,1,100,,1225.072,,,,
FDY38,13.6,Regular,0.119418124,Dairy,231.03,231.03,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,1,100,,5359.69,,,,
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,176.237,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1764.37,,,,
NCR54,16.35,Low Fat,0.090486828,Household,195.211,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,4.8 out of 5,39,3900,,2553.343,,,,
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,1,100,,1006.6896,,,,
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1081.925,,,,
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,36.7164,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,308.9312,,,,
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,3.4 out of 5,48,4800,,2516.724,,,,
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,1,100,,1428.141,,,,
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,3 out of 5,2,200,,2093.2752,,,,
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1929.4884,,,,
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,4.7 out of 5,19,1900,,5829.7448,,,,
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2082.6224,,,,
FDH19,,Low Fat,0.03292824,Meat,173.1738,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.1 out of 5,11,1100,,7298.4996,,,,
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,1,100,,7452.9652,,,,
FDY03,17.6,Regular,0.076552407,Meat,110.5202,110.5202,OUT017,2007,,Tier 2,Supermarket Type1,3 out of 5,1,100,,450.0808,,,,
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,250.4408,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,2,200,,500.6816,,,,
FDZ10,,Low Fat,0.044248175,Snack Foods,126.202,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,5,500,,3668.558,,,,
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.9 out of 5,15,1500,,736.3748,,,,
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,3,300,,6088.0752,,,,
NCF07,,Low Fat,0.031867464,Household,101.0016,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.7 out of 5,14,1400,,2125.2336,,,,
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,153.0024,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2277.036,,,,
FDJ08,,Low Fat,0.193772568,Fruits and Vegetables,190.3846,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,573.2538,,,,
FDT39,6.26,Regular,0.009866049,Meat,151.1366,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,2267.049,,,,
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,147.3734,OUT010,1998,,Tier 3,Grocery Store,4.3 out of 5,33,3300,,296.9468,,,,
NCD06,13,Low Fat,0.099729888,Household,46.306,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,559.272,,,,
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,4.5 out of 5,120,12000,,5559.43,,,,
NCT54,8.695,Low Fat,0.119721451,Household,95.5094,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.7 out of 5,54,5400,,1237.7222,,,,
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,113.5518,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,569.259,,,,
FDM25,,Regular,0.060371962,Breakfast,174.0712,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,2,200,,3866.9664,,,,
FDF20,12.85,low fat,0.033287541,Fruits and Vegetables,198.4768,198.4768,OUT045,2002,,Tier 2,Supermarket Type1,4.4 out of 5,10,1000,,1379.5376,,,,
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.6 out of 5,"1,276",127600,,1869.5664,,,,
FDV60,,Regular,0.11679292,Baking Goods,196.211,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.3 out of 5,25,2500,,5499.508,,,,
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.4 out of 5,"1,437",143700,,925.462,,,,
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,36,3600,,583.2408,,,,
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1418.154,,,,
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,80.2644,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,942.7728,,,,
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2364.9216,,,,
FDV13,,Regular,0.02747716,Canned,87.9856,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,5,500,,3251.7672,,,,
FDV20,,Regular,0.104704537,Fruits and Vegetables,125.2678,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,254.3356,,,,
NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,5895.659,,,,
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.9 out of 5,11,1100,,1134.5232,,,,
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,224.972,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,7696.648,,,,
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,250.5382,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,1,100,,2775.7202,,,,
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,241.2854,OUT045,2002,,Tier 2,Supermarket Type1,4.4 out of 5,47,4700,,5317.0788,,,,
FDR04,7.075,Low Fat,0,Frozen Foods,98.0068,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,874.8612,,,,
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1039.9796,,,,
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,4.5 out of 5,19,1900,,3038.0454,,,,
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,3848.324,,,,
FDA01,15,Regular,0.054378253,Canned,59.1904,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,2,200,,527.3136,,,,
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2390.8878,,,,
FDM50,,Regular,0.029943463,Canned,60.222,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.8 out of 5,4,400,,1677.816,,,,
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,801.6232,,,,
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,115.5834,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1267.0174,,,,
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,148.0076,OUT045,2002,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,886.8456,,,,
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.272,228.272,OUT010,1998,,Tier 3,Grocery Store,,,0,,452.744,,,,
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,147.5392,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,1,100,,3877.6192,,,,
FDY31,,Low Fat,0.043351896,Fruits and Vegetables,146.6418,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4414.254,,,,
DRQ35,,Low Fat,0.042086652,Hard Drinks,122.4388,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5448.9072,,,,
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,4950.8888,,,,
DRD13,15,Low Fat,0.049357077,Soft Drinks,62.6168,62.6168,OUT017,2007,,Tier 2,Supermarket Type1,4 out of 5,1,100,,958.752,,,,
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,149.9708,OUT017,2007,,Tier 2,Supermarket Type1,4.6 out of 5,5,500,,1956.1204,,,,
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.8 out of 5,102,10200,,2404.2038,,,,
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,194.3478,OUT010,1998,,Tier 3,Grocery Store,,,0,,387.4956,,,,
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,3.8 out of 5,6,600,,994.7052,,,,
FDZ35,9.6,Regular,0.022323658,Breads,101.299,101.299,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1754.383,,,,
NCW17,,Low Fat,0.019292355,Health and Hygiene,129.9994,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,1,100,,3340.9844,,,,
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,216.7166,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,2,200,,3918.8988,,,,
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,306.268,,,,
FDN60,,Low Fat,0.094697274,Baking Goods,158.4604,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,1,100,,4278.4308,,,,
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,260.6278,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,4425.5726,,,,
FDN58,,Regular,0.056596985,Snack Foods,230.9984,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,1,100,,9267.936,,,,
FDC41,,Low Fat,0.2047,Frozen Foods,76.867,76.867,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,229.701,,,,
FDO01,,Regular,0.020618324,Breakfast,129.3994,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,1,100,,2055.9904,,,,
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,3339.6528,,,,
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,221.7456,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,1,100,,6410.3224,,,,
